,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,year,grupo
0,0.2666177879334274,0.2774974927645466,-2.661998612003225,0.03978235414712477,0.06654152622983756,0.047987643102959596,0.08048441323376783,0.20658708078177024,2010.0,0.0
1,0.28120397437,0.325040269338,-2.63498439373,0.0462644781259,0.0549927164437,0.0733286840222,0.1057635542,0.246904763357,2010.0,1.0
2,0.304090491892,0.328658217564,-2.63719022261,0.0414234379678,0.0534188782509,0.0418908242307,0.0834760459681,0.238819922117,2010.0,2.0
3,0.270013293113,0.297490804164,-2.65537957891,0.0370070064711,0.044784772132,0.0439884480951,0.0828986418257,0.214104621094,2010.0,3.0
4,0.2764666186,0.276096489095,-2.6637168915,0.0303842357958,0.0604634981713,0.0597209760405,0.115274156714,0.173554488008,2010.0,4.0
5,0.27720494485,0.314888691793,-2.64599191966,0.0496403231757,0.0452674086048,0.0721421903153,0.105904547444,0.206618913677,2010.0,5.0
6,0.221912852736,0.286012175157,-2.66115651534,0.0535839400432,0.0625909887093,0.0160831429758,0.148576359616,0.196918543317,2010.0,6.0
7,0.329962903133,0.345615770565,-2.61750645298,0.0464151522312,0.0696333519368,0.0351039546632,0.0903804433028,0.26269641717,2010.0,7.0
8,0.313707660377,0.323297277455,-2.64199257821,0.0259609277771,0.059887887089,0.0545723459535,0.0613124442683,0.223617628199,2010.0,8.0
9,0.257407389947,0.295839457052,-2.65902887091,0.0332479832179,0.0342424416671,0.00954368371613,0.135366897714,0.227727214222,2010.0,9.0
10,0.253116692423,0.250174576966,-2.67513041381,0.0376869352624,0.0406323601081,0.100795250766,0.078039102161,0.166870753256,2010.0,10.0
11,0.301977370148,0.314549955174,-2.64023486355,0.0409371185818,0.067574954334,0.0292968093218,0.0848693407004,0.226523070135,2010.0,11.0
12,0.295360443627,0.284363581246,-2.64841566583,0.0211358831447,0.0650770571687,0.0626936447476,0.0694866294783,0.235606989306,2010.0,12.0
